id,date_of_last_activity,avatar,number_of_messages_sent
uid-3685306948218031669,2015-01-09,false,0
uid-3685306948218031670,2015-01-10,false,1
uid-3685306948218031671,2015-01-30,false,0
uid-3685306948218031672,2015-02-05,true,7
uid-3685306948218031673,,false,0
uid-3685306948218031674,2015-01-17,false,0
uid-3685306948218031675,2015-01-17,false,0
uid-3685306948218031676,2015-01-08,false,0
uid-3685306948218031677,,false,0
uid-3685306948218031678,,false,0
uid-3685306948218031679,,false,0
uid-3685306948218031680,2015-01-26,false,0
uid-3685306948218031681,2015-01-08,false,0
uid-3685306948218031682,2015-01-09,false,0
uid-3685306948218031683,2015-02-05,false,0
uid-3685306948218031684,2015-02-02,false,0
uid-3685306948218031685,2015-02-05,true,0
uid-3688118382361809281,2015-01-21,false,0
uid-3688118382361809282,2015-01-19,false,0
uid-3688118382361809283,,false,0
uid-3688118382361809284,2015-02-04,false,0
uid-3688118382361809285,2015-01-20,false,0
uid-3688118382361809286,2015-02-04,false,12
uid-3688118382361809287,2015-01-23,true,0
uid-3688118382361809288,2015-01-21,false,0
uid-3688118382361809289,2015-02-05,false,0
uid-3688118382361809290,,false,0
uid-3688118382361809291,2015-01-22,false,0
uid-3712541270079291573,2014-04-30,false,0
uid-3740612471806260293,2015-01-28,true,0
uid-3794457166204286602,2014-12-20,false,0
uid-3829965866471051858,,false,0
uid-3883406369967967231,,false,0
uid-3883406369967967232,2014-12-05,false,0
uid-3883406369967967233,2014-12-06,false,0
uid-3883406369967967234,2014-12-05,false,0
uid-3883406369967967235,2014-12-06,false,0
uid-3883406369967967236,2014-12-18,false,0
uid-3883406369967967237,2014-12-11,false,0
uid-3883406369967967238,2015-02-06,false,0
uid-3883406369967967239,2014-12-09,false,0
uid-3883406369967967240,2015-02-05,false,0
uid-3883406369967967241,,false,0
uid-3883406369967967242,2015-02-04,false,0
uid-3883406369967967243,2014-12-07,false,0
uid-3883406369967967244,,false,0
uid-3883406369967967245,2014-12-22,false,0
uid-3883406369967967246,2014-12-24,false,0
uid-3883406369967967247,2014-12-09,false,0
uid-3883406369967967248,2014-12-09,false,0
uid-3883406369967967249,2015-02-06,false,0
uid-3883406369967967250,2014-12-24,false,0
uid-3883406369967967251,2014-12-22,false,0
uid-3883406369967967252,2014-12-09,false,0
uid-3883406369967967253,2015-01-11,false,0
uid-3883406369967967254,2015-01-26,false,0
uid-3883406369967967255,2015-02-06,false,0
uid-3883406369967967256,2014-12-14,false,0
uid-3883406369967967257,2015-02-05,true,0
uid-3883406369967967258,,false,0
uid-3883406369967967259,2014-12-10,false,0
uid-3885606395984743367,2014-10-24,false,0
uid-3915743569966696722,,false,0
uid-3916586268100219809,2015-02-06,false,2
uid-3916586268100219810,,false,0
uid-3916586268100219811,2014-10-29,false,0
uid-3916586268100219812,2015-01-30,false,7
uid-3916586268100219813,,false,0
uid-3916586268100219814,,false,0
uid-3916586268100219815,,false,0
uid-3916586268100219816,,false,0
uid-3933838589043354090,2014-08-12,false,4
uid-3943492482077847893,2015-01-26,false,0
uid-3982943317754326127,,false,0
uid-4027184607970950578,2014-10-23,false,0
uid-4028384587424650575,2014-05-04,false,0
uid-4028384587424650576,2015-01-11,false,0
uid-4052736708096063441,2014-11-07,false,0
uid-4069611409011232830,2014-08-29,false,0
uid-4084387342382841728,2015-02-04,false,0
uid-4084387342382841729,2015-02-04,false,0
uid-4084387342382841730,2015-02-04,false,0
uid-4084387342382841731,,false,0
uid-4084387342382841732,2015-02-04,false,0
uid-4084387342382841733,2015-02-05,false,0
uid-4084387342382841734,2015-02-04,false,0
uid-4084387342382841735,2015-02-05,false,0
uid-4084387342382841736,2015-02-05,false,0
uid-4084387342382841737,2015-02-05,false,0
uid-4084387342382841738,2015-02-06,true,0
uid-4116970025014812745,2014-11-20,false,0
uid-4220606373785086319,2014-09-12,false,0
uid-4234003782564931044,,false,0
uid-4243310190109694694,2015-02-02,false,0
uid-4243310190109694695,2015-02-05,true,0
uid-4243310190109694696,2015-02-06,false,0
uid-4243310190109694697,2015-02-02,false,0
uid-4243310190109694698,2015-02-03,false,0
uid-4254171063205600235,,false,0
uid-4254171063205600236,,false,0
uid-4254171063205600237,2014-09-13,false,1
uid-4264527757916383692,2015-01-19,false,0
uid-4264527757916383693,2015-01-13,false,0
uid-4264527757916383694,2015-01-30,true,0
uid-4287874108932956727,2014-11-24,false,0
uid-4333367279312829941,2015-02-06,false,0
uid-4333367279312829942,2014-09-02,false,1
uid-4333367279312829943,2014-11-19,false,2
uid-4333367279312829944,2014-08-21,false,4
uid-4333367279312829945,2014-10-05,false,1
uid-4333367279312829946,,false,0
uid-4333367279312829947,2014-10-14,false,0
uid-4333367279312829948,2014-08-26,false,0
uid-4333367279312829949,2015-01-17,false,0
uid-4333367279312829950,2015-02-05,false,0
uid-4333367279312829951,2015-02-06,false,6
uid-4333367279312829952,2015-01-13,false,12
uid-4333367279312829953,2014-08-25,false,0
uid-4333367279312829954,2015-02-05,false,18
uid-4336972509550173750,2015-01-02,false,3
uid-4336972509550173751,2014-08-27,false,7
uid-4336972509550173752,2015-01-29,false,0
uid-4336972509550173753,,false,0
uid-4336972509550173754,2014-08-11,false,0
uid-4336972509550173755,2014-08-27,false,3
uid-4336972509550173756,2014-06-19,false,0
uid-4336972509550173757,2015-02-06,true,85
uid-4336972509550173758,2014-09-26,false,2
uid-4336972509550173759,2014-08-27,true,7
uid-4336972509550173760,2014-08-15,false,3
uid-4336972509550173761,2014-05-23,false,6
uid-4336972509550173762,2014-12-08,false,3
uid-4336972509550173763,2014-05-14,false,0
uid-4336972509550173764,,false,0
uid-4336972509550173765,,false,0
uid-4336972509550173766,2015-01-23,false,2
uid-4336972509550173767,2015-01-22,false,37
uid-4336972509550173768,2015-01-21,false,1
uid-4336972509550173769,,false,0
uid-4336972509550173770,2014-06-05,false,4
uid-4336972509550173771,2014-06-04,false,2
uid-4336972509550173772,,false,0
uid-4336972509550173773,,false,0
uid-4336972509550173774,,false,0
uid-4336972509550173775,,false,0
uid-4336972509550173776,2015-01-30,false,3
uid-4336972509550173777,2015-01-26,true,44
uid-4362846581387674189,,false,0
uid-4381431534779103263,2014-06-17,false,0
uid-4388426507082786211,,false,0
uid-4399706640101864856,2014-07-08,false,0
uid-4429179151714092600,2014-09-01,false,0
uid-4429179151714092601,,false,0
uid-4429179151714092602,2014-09-06,false,1
uid-4429179151714092603,2014-10-28,false,0
uid-4429179151714092604,,false,0
uid-4429179151714092605,,false,0
uid-4429179151714092606,2014-09-17,true,1
uid-4429179151714092607,2014-11-25,false,0
uid-4429179151714092608,,false,0
uid-4429179151714092609,2014-10-16,false,1
uid-4429179151714092610,2015-02-05,false,0
uid-4429179151714092611,,false,0
uid-4429179151714092612,,false,0
uid-4429179151714092614,2014-11-20,true,0
uid-4429179151714092615,,false,0
uid-4429179151714092616,2014-12-27,true,0
uid-4429179151714092617,2014-09-12,false,0
uid-4429179151714092618,2014-11-25,false,0
uid-4429179151714092619,2014-10-24,false,0
uid-4429179151714092620,2015-01-16,false,0
uid-4429179151714092621,2015-02-02,false,0
uid-4429179151714092622,2014-11-28,false,0
uid-4429179151714092623,,false,0
uid-4429179151714092624,2014-09-18,false,0
uid-4429179151714092625,2015-01-19,false,0
uid-4429179151714092626,2014-09-16,false,0
uid-4429179151714092627,2014-09-26,false,6
uid-4429179151714092628,,false,0
uid-4429179151714092629,2014-09-19,false,0
uid-4453463485607711116,,false,0
uid-4453463485607711117,2015-02-06,true,0
uid-4453463485607711118,2014-12-26,false,0
uid-4453463485607711119,2014-12-27,false,0
uid-4453463485607711120,2014-12-27,false,0
uid-4453463485607711121,2014-12-26,false,0
uid-4453463485607711122,2015-01-06,false,0
uid-4453463485607711123,2015-01-30,true,0
uid-4453463485607711124,2014-12-28,false,0
uid-4453463485607711125,,false,0
uid-4453463485607711126,2014-12-29,false,0
uid-4453463485607711127,2014-12-30,false,0
uid-4453463485607711128,2014-12-30,false,0
uid-4453463485607711129,2014-12-31,false,0
uid-4453463485607711130,2014-12-31,false,0
uid-4453463485607711131,2014-12-31,false,0
uid-4453463485607711132,,false,0
uid-4453463485607711133,2015-01-24,false,0
uid-4453463485607711134,2015-01-16,false,0
uid-4453463485607711135,2015-01-22,false,0
uid-4483775557552017675,,false,0
uid-4483775557552017676,,false,0
uid-4483775557552017677,,false,0
uid-4510275432433623600,2014-09-16,false,0
uid-4514055893276165066,2015-02-06,false,0
uid-4514055893276165067,2015-02-02,false,0
uid-4514055893276165068,2015-02-05,false,0
uid-4514055893276165069,,false,0
uid-4514055893276165070,2015-01-29,false,0
uid-4514055893276165071,2014-12-31,false,0
uid-4514055893276165072,2015-02-04,false,0
uid-4514055893276165073,2015-01-25,false,0
uid-4529677401235779671,2015-01-09,false,0
uid-4548407463979001312,2014-05-14,false,0
uid-4593779421675570177,2014-09-05,false,0
uid-4638392471945183953,2014-10-22,false,0
uid-4662434393774906827,2014-09-24,false,0
uid-4665019868217846927,,false,0
uid-4668908067326037537,2014-06-10,false,0
uid-4668908067326037538,2014-07-09,false,0
uid-4668908067326037539,2014-06-10,false,0
uid-4668908067326037540,2014-06-12,false,0
uid-4668908067326037541,,false,0
uid-4673418265343062304,2014-09-23,false,0
uid-4673418265343062305,2014-09-28,false,1
uid-4673418265343062306,2014-09-22,false,0
uid-4673418265343062307,2014-10-04,false,34
uid-4673418265343062308,2014-09-24,false,0
uid-4673418265343062309,,false,0
uid-4758059114727476633,2014-09-06,false,0
uid-4768659671347582438,2015-02-05,true,19
uid-4768659671347582439,2015-01-21,false,0
uid-4768659671347582440,2015-01-30,false,0
uid-4768659671347582441,2015-02-06,false,0
uid-4768659671347582442,2015-01-29,false,0
uid-4793675552627427753,,false,0
uid-4793675552627427754,,false,0
uid-4793675552627427755,,false,0
uid-4793675552627427756,,false,0
uid-4793675552627427757,,false,0
uid-4793675552627427758,,false,0
uid-4793675552627427759,,false,0
uid-4793675552627427760,,false,0
uid-4793675552627427761,,false,0
uid-4816795086617325499,2014-07-16,false,0
uid-4825342923604163561,2014-10-16,true,0
uid-4825342923604163562,,false,0
uid-4825342923604163563,2014-11-30,false,0
uid-4825342923604163564,2014-11-19,false,0
uid-4825342923604163565,2015-02-06,false,0
uid-4825342923604163566,2014-10-20,false,0
uid-4825342923604163567,2015-01-24,false,0
uid-4825342923604163568,2014-10-17,false,0
uid-4825342923604163569,2014-12-13,false,0
uid-4825342923604163570,,false,0
uid-4825342923604163571,2014-10-19,false,0
uid-4825342923604163572,2014-10-20,false,0
uid-4843398603343663526,2014-11-17,false,0
uid-4868079313818840385,,false,0
uid-4868079313818840386,,false,0
uid-4868079313818840387,2014-11-10,false,0
uid-4883080523489554866,2014-12-19,false,0
uid-4883080523489554867,2015-01-22,false,0
uid-4966530919198397972,2014-07-20,false,0
uid-4967411330266229378,,false,0
uid-4967411330266229379,2014-08-26,false,1
uid-4967411330266229380,2015-01-25,false,0
uid-4973237436953086811,,false,0
uid-5009851736772529820,,false,0
uid-5009851736772529821,,false,0
uid-5015656432594067890,,false,0
uid-5023078985052522901,2015-02-06,true,0
uid-5023078985052522902,,false,0
uid-5023078985052522903,,false,0
uid-5023078985052522904,,false,0
uid-5023078985052522905,,false,0
uid-5023078985052522906,,false,0
uid-5023078985052522907,2015-01-11,false,0
uid-5023078985052522908,2015-02-05,false,0
uid-5057906242598136915,2015-02-02,false,0
uid-5057906242598136916,2015-02-06,true,1
uid-5057906242598136917,2015-02-02,false,0
uid-5057906242598136918,2015-02-04,false,0
uid-5057906242598136919,2015-02-02,false,0
uid-5057906242598136920,2015-02-04,false,0
uid-5057906242598136921,2015-02-03,false,0
uid-5107122895566696685,2014-12-18,false,1
uid-5107122895566696686,2014-11-17,false,0
uid-5107122895566696687,2014-11-20,false,1
uid-5107122895566696688,2014-11-17,false,0
uid-5107122895566696689,2015-02-06,false,0
uid-5119663929843637469,2014-11-19,false,0
uid-5124197039755477517,2014-06-10,false,1
uid-5126821183667230852,2014-07-09,false,0
uid-5130273667442780124,2015-02-05,false,0
uid-5130273667442780125,2015-02-06,false,0
uid-5167644694380677446,,false,0
uid-5167644694380677447,2014-10-14,false,0
uid-5167644694380677448,2014-10-14,false,0
uid-5167644694380677449,2014-10-14,false,0
uid-5167644694380677450,2014-11-19,true,11
uid-5167644694380677451,2014-10-15,false,0
uid-5196601786841238855,2014-05-15,false,1
uid-5229618004513600296,2015-02-04,false,0
uid-5229618004513600297,2015-02-04,false,0
uid-5229618004513600298,2015-02-06,false,0
uid-5229618004513600299,2015-02-04,false,0
uid-5231292624822382407,2014-07-29,false,0
uid-5261697728633641359,2014-07-23,false,0
uid-5261697728633641360,2014-07-09,false,0
uid-5261697728633641361,,false,0
uid-5261697728633641362,2014-06-30,false,0
uid-5344406681950136058,2015-02-02,false,0
uid-5344406681950136059,2015-02-02,false,0
uid-5344406681950136060,2015-02-06,false,0
uid-5420377339354316244,2014-11-22,true,0
uid-5420377339354316245,2014-11-04,false,0
uid-5420377339354316246,,false,0
uid-5432697711372021182,2014-04-30,false,0
uid-5439384305067653434,,false,0
uid-5443667319047477519,,false,0
uid-5460068463007552731,2014-10-30,false,1
uid-5460068463007552732,2014-06-10,false,0
uid-5460068463007552733,2014-06-10,false,0
uid-5460068463007552734,2014-06-10,false,0
uid-5530134967483731526,2014-10-12,false,8
uid-5531167813929570778,,false,0
uid-5561301526114661113,2015-02-06,false,0
uid-5561301526114661114,2015-01-23,false,0
uid-5561301526114661115,,false,0
uid-5561301526114661116,2015-01-15,false,0
uid-5561301526114661117,2015-01-11,false,0
uid-5561301526114661118,2015-01-11,false,0
uid-5561301526114661119,2015-01-17,false,0
uid-5561301526114661120,2015-01-12,false,0
uid-5561301526114661121,2015-01-21,false,0
uid-5561301526114661122,2015-01-15,false,0
uid-5561301526114661123,2015-01-13,false,0
uid-5628842795894799203,2015-02-06,false,135
uid-5634989867011603555,2015-02-06,false,0
uid-5637313174098711063,2014-09-19,false,0
uid-5639595656665480364,,false,0
uid-5674391233476747388,2014-09-23,false,0
uid-5679053910076696983,2014-11-08,false,0
uid-5713412990126756868,2014-10-24,true,14
uid-5713412990126756869,,false,0
uid-5713412990126756870,2014-08-18,false,0
uid-5713412990126756871,,false,0
uid-5713412990126756872,2014-07-25,true,0
uid-5770708514286371635,,false,0
uid-5792394290327519409,2014-12-19,false,1
uid-5852605456899453327,2015-02-01,false,0
uid-5852605456899453328,2014-12-15,false,0
uid-5889211434205611648,,false,0
uid-5889211434205611649,,false,0
uid-5889211434205611650,2014-09-04,false,0
uid-5889211434205611651,2014-09-06,false,0
uid-5889211434205611652,,false,0
uid-5889211434205611653,2014-10-07,true,0
uid-5889211434205611654,2014-11-17,false,0
uid-5889211434205611655,2015-02-05,false,3
uid-5889211434205611656,2015-02-05,false,0
uid-5889211434205611657,2014-10-01,true,5
uid-5889211434205611658,,false,0
uid-5889211434205611659,,false,0
uid-5889211434205611660,2014-09-07,false,0
uid-5889211434205611661,2015-01-15,false,0
uid-5889211434205611662,2015-02-05,false,0
uid-5889211434205611663,,false,0
uid-5889211434205611664,2014-10-01,true,7
uid-5889211434205611665,2014-11-06,false,0
uid-5889211434205611666,2014-09-15,false,0
uid-5889211434205611667,2014-10-09,true,5
uid-5889211434205611668,2014-11-25,false,0
uid-5889211434205611669,2014-11-21,false,4
uid-5889211434205611670,2015-02-06,true,3
uid-5889211434205611671,,false,0
uid-5889211434205611672,2014-12-31,false,0
uid-5889211434205611673,,false,0
uid-5934736957278630127,2014-08-02,false,0
uid-5937021658569337980,2014-11-24,false,2
uid-6009140739499157641,2014-11-15,false,8
uid-6034091903689948300,2015-02-03,false,0
uid-6042731283273891870,,false,0
uid-6042731283273891871,2015-01-05,false,0
uid-6042731283273891872,,false,0
uid-6042731283273891873,2015-02-05,false,0
uid-6042731283273891874,2014-11-25,false,17
uid-6065044231659075138,,false,0
uid-6080114973894295348,2014-07-29,false,0
uid-6114765694424100577,2014-09-25,false,0
uid-6146768952332844569,2014-10-18,false,0
uid-6146768952332844570,,false,0
uid-6146768952332844571,2014-11-18,false,0
uid-6146768952332844572,2014-12-12,true,66
uid-6146768952332844573,2015-01-21,false,0
uid-6146768952332844574,2015-02-05,true,1
uid-6146768952332844575,2014-10-17,false,0
uid-6146768952332844576,2014-11-04,false,0
uid-6146768952332844577,2014-11-05,false,0
uid-6146768952332844578,2014-11-18,false,0
uid-6146768952332844579,2015-01-24,false,0
uid-6146768952332844580,,false,0
uid-6146768952332844581,2015-01-13,false,0
uid-6148156876662339136,2014-06-10,false,0
uid-6148156876662339137,2014-06-10,false,0
uid-6148156876662339138,,false,0
uid-6151009190722336727,2014-05-15,false,0
uid-6151009190722336728,2014-04-30,false,0
uid-6151009190722336729,2014-12-02,true,104
uid-6156896501748505724,,false,0
uid-6230899702026270014,2014-08-28,false,0
uid-6272228344306111355,2015-02-05,false,0
uid-6272228344306111356,2015-02-01,false,0
uid-6272228344306111357,2015-02-01,false,0
uid-6272228344306111358,2015-02-06,false,3
uid-6272228344306111359,2015-02-05,false,0
uid-6272228344306111360,2015-02-05,false,0
uid-6272228344306111361,2015-02-05,true,0
uid-6272228344306111362,2015-02-05,false,0
uid-6282243761630565772,2015-02-02,false,0
uid-6319664302911102808,2014-07-09,false,0
uid-6319664302911102809,2014-06-22,true,0
uid-6319664302911102810,2014-10-12,false,0
uid-6319664302911102811,2014-10-13,true,3
uid-6319664302911102812,,false,0
uid-6319664302911102813,2014-08-18,false,0
uid-6319664302911102814,2014-08-10,false,0
uid-6324600228575958040,2015-02-05,true,6
uid-6364778218169965592,2015-01-30,false,0
uid-6364778218169965593,2015-01-31,false,0
uid-6364778218169965594,2015-02-03,false,0
uid-6364778218169965595,2015-01-31,false,0
uid-6364778218169965596,2015-01-31,false,0
uid-6364778218169965597,2015-02-01,false,0
uid-6364778218169965598,,false,0
uid-6364778218169965599,,false,0
uid-6364778218169965600,2015-02-05,false,0
uid-6364778218169965601,2015-01-31,false,0
uid-6364778218169965602,2015-01-31,false,0
uid-6364778218169965603,2015-01-31,false,0
uid-6364778218169965604,2015-01-31,false,0
uid-6364778218169965605,2015-01-31,false,0
uid-6364778218169965606,2015-01-31,false,0
uid-6419266470960942297,2014-11-04,false,0
uid-6419266470960942298,2015-01-27,false,1
uid-6419266470960942299,2014-11-25,false,1
uid-6419266470960942300,2014-11-15,false,0
uid-6419266470960942301,2014-11-04,false,0
uid-6419266470960942302,,false,0
uid-6419266470960942303,2014-11-05,false,0
uid-6419266470960942304,2014-11-25,false,0
uid-6419266470960942305,,false,0
uid-6419266470960942306,2014-11-05,false,0
uid-6419266470960942307,2014-11-11,true,0
uid-6419266470960942308,2014-11-25,false,0
uid-6458990881349763157,2014-11-19,false,0
uid-6467905785335022520,2014-05-29,false,0
uid-6482141219742074073,2014-12-10,false,0
uid-6482141219742074074,2015-01-20,false,0
uid-6482141219742074075,2015-02-06,true,0
uid-6482141219742074076,2015-01-20,false,0
uid-6482141219742074077,2014-12-20,false,0
uid-6553488475370217822,,false,0
uid-6553488475370217823,,false,0
uid-6553488475370217824,,false,0
uid-6581315495273211117,2014-12-02,false,0
uid-6581315495273211118,2014-10-27,false,0
uid-6589032279274784466,2014-12-15,false,0
uid-6589032279274784467,2014-12-17,false,0
uid-6589032279274784468,2014-12-25,false,0
uid-6589032279274784469,2014-12-15,false,0
uid-6589032279274784470,2015-01-28,false,0
uid-6589032279274784471,2014-12-21,true,0
uid-6589032279274784472,2015-02-06,false,0
uid-6589032279274784473,,false,0
uid-6589032279274784474,,false,0
uid-6589032279274784475,2015-01-13,false,0
uid-6596734142128785838,,false,0
uid-6596734142128785839,2014-05-15,false,0
uid-6596734142128785840,,false,0
uid-6622729675071970192,,false,0
uid-6638366086186969130,2015-02-06,false,0
uid-6678893570148643279,2015-02-04,false,0
uid-6678893570148643280,2015-02-04,false,0
uid-6720281168657788831,,false,0
uid-6720281168657788832,,false,0
uid-6720281168657788833,,false,0
uid-6720281168657788834,,false,0
uid-6720281168657788835,,false,0
uid-6746629366583871126,2014-06-03,false,0
uid-6771289526822296926,2014-07-12,false,0
uid-6771289526822296927,2014-07-12,false,0
uid-6771289526822296928,,false,0
uid-6771289526822296929,2014-07-17,false,0
uid-6799649216337648612,2014-11-05,false,1
uid-6799858987362378828,2014-11-25,false,0
uid-6799858987362378829,,false,0
uid-6799858987362378830,,false,0
uid-6799858987362378831,,false,0
uid-6799858987362378832,2014-09-09,false,0
uid-6799858987362378833,2014-11-18,true,0
uid-6799858987362378834,,false,0
uid-6799858987362378835,,false,0
uid-6817496543097801017,2014-10-04,false,6
uid-6827477681074951467,,false,0
uid-6827477681074951468,,false,0
uid-6827477681074951469,,false,0
uid-6827477681074951470,,false,0
uid-6827477681074951471,,false,0
uid-6827477681074951472,,false,0
uid-6827477681074951473,,false,0
uid-6827477681074951474,,false,0
uid-6827477681074951475,,false,0
uid-6827477681074951476,2014-05-15,false,0
uid-6827477681074951477,,false,0
uid-6829978514575378328,2014-10-22,false,0
uid-6829978514575378329,2014-10-22,false,0
uid-6829978514575378330,,false,0
uid-6829978514575378331,,false,0
uid-6829978514575378332,,false,0
uid-6829978514575378333,2014-10-23,false,0
uid-6829978514575378334,2015-02-06,false,3
uid-6829978514575378335,,false,0
uid-6844554412655417837,,false,0
uid-6868140737145278900,2014-11-12,false,1
uid-6871862879434357169,,false,0
uid-6871862879434357170,,false,0
uid-6871862879434357171,,false,0
uid-6871862879434357172,2014-09-23,false,0
uid-6871862879434357173,,false,0
uid-6871862879434357174,,false,0
uid-6871862879434357175,2014-08-26,false,0
uid-6871862879434357176,,false,0
uid-6893424638130782421,2014-12-13,false,0
uid-6893424638130782422,2014-12-13,false,0
uid-6893424638130782423,2015-01-24,false,0
uid-6893424638130782424,2015-02-03,false,0
uid-6893424638130782425,2014-12-14,false,0
uid-6908039206146702105,2014-10-15,false,0
uid-6921572612786111312,2014-09-03,false,0
uid-6928513142044898164,2014-11-14,false,0
uid-6941288014678575302,2014-11-15,false,0
uid-6941288014678575303,,false,0
uid-6941288014678575304,,false,0
uid-6941288014678575305,,false,0
uid-6945818143099583196,,false,0
uid-6945818143099583197,,false,0
uid-6945818143099583198,2014-10-29,false,0
uid-6945818143099583199,2014-10-29,false,0
uid-6945818143099583200,2014-10-29,false,0
uid-6945818143099583201,2014-10-30,false,0
uid-6945818143099583202,2014-12-01,false,0
uid-6945818143099583203,2015-02-05,false,0
uid-6945818143099583204,2015-02-06,false,0
uid-6945818143099583205,2014-10-30,false,0
uid-6945818143099583206,2014-11-03,false,0
uid-6945818143099583207,,false,0
uid-6945818143099583208,,false,0
uid-6945818143099583209,2014-10-30,false,0
uid-6945818143099583210,2014-11-03,false,0
uid-6945818143099583211,2014-10-30,false,0
uid-6945818143099583212,2014-10-30,false,0
uid-6945818143099583213,2014-12-29,false,0
uid-6945818143099583214,2014-11-01,false,0
uid-6945818143099583215,2014-10-30,false,0
uid-6945818143099583216,2014-10-30,false,0
uid-6945818143099583217,2015-01-07,false,0
uid-6945818143099583218,,false,0
uid-6945818143099583219,2014-11-23,false,0
uid-6945818143099583220,,false,0
uid-6945818143099583221,2015-01-12,false,0
uid-6945818143099583222,2015-02-06,false,0
uid-6945818143099583223,2014-12-24,false,0
uid-6945818143099583224,2014-10-30,false,0
uid-6945818143099583225,2015-02-06,true,0
uid-6945818143099583226,2014-11-16,false,0
uid-6945818143099583227,2015-02-06,false,0
uid-6945818143099583228,2014-11-21,false,0
uid-6945818143099583229,,false,0
uid-6945818143099583230,2014-10-30,false,0
uid-6945818143099583231,2015-02-05,false,0
uid-6945818143099583232,2014-11-01,false,0
uid-6945818143099583233,2014-11-04,false,0
uid-6945818143099583234,,false,0
uid-6945818143099583235,2015-02-05,false,0
uid-6959202049831136957,,false,0
uid-6985393157644151824,2014-05-15,false,0
uid-6985393157644151825,2015-01-18,false,0
uid-6985393157644151826,,false,0
uid-7019076122402653109,2014-09-18,false,0
uid-7088511414264719007,2014-09-19,false,1
uid-7088511414264719008,2014-09-26,false,2
uid-7088511414264719009,2014-09-30,false,1
uid-7088511414264719010,2014-11-25,false,0
uid-7088511414264719011,2014-10-07,false,0
uid-7088511414264719012,2014-10-19,false,0
uid-7088511414264719013,2014-11-16,false,0
uid-7088511414264719014,2014-09-24,false,0
uid-7088511414264719015,2014-10-10,false,0
uid-7112357575717971761,2014-10-27,false,0
uid-7113496701631595159,2014-12-26,false,0
uid-7113496701631595160,2015-02-05,false,0
uid-7113496701631595161,2014-11-18,false,0
uid-7113496701631595162,,false,0
uid-7113496701631595163,2015-02-06,true,0
uid-7113496701631595164,2014-11-22,false,0
uid-7113496701631595165,2015-01-25,false,0
uid-7113496701631595166,2015-02-06,true,22
uid-7113496701631595167,2015-02-06,true,5
uid-7113496701631595168,2015-01-22,false,0
uid-7113496701631595169,2015-01-08,false,0
uid-7113496701631595170,2014-12-08,false,0
